policy_A,policy_B,acc_A,acc_B,delta,ci_lo,ci_hi,p,sig
AdaScale-v2,Full-10(fused),0.45344444444444443,0.42377777777777775,0.029666666666666668,0.026258333333333335,0.03314814814814815,0.0,True
AdaScale-v2,Single-10,0.45344444444444443,0.45344444444444443,0.0,0.0,0.0,1.0,False
AdaScale-v2,Fixed-5,0.45344444444444443,0.3291851851851852,0.12425925925925926,0.11907407407407407,0.12948148148148148,0.0,True
AdaScale-v2,Fixed-7,0.45344444444444443,0.3785925925925926,0.07485185185185185,0.07025925925925926,0.07940833333333333,0.0,True
Full-10(fused),Single-10,0.42377777777777775,0.45344444444444443,-0.029666666666666668,-0.03314814814814815,-0.02625833333333335,0.0,True
Full-10(fused),Fixed-5,0.42377777777777775,0.3291851851851852,0.09459259259259259,0.09014814814814814,0.09911111111111111,0.0,True
Full-10(fused),Fixed-7,0.42377777777777775,0.3785925925925926,0.04518518518518518,0.04188888888888889,0.04848148148148148,0.0,True
Single-10,Fixed-5,0.45344444444444443,0.3291851851851852,0.12425925925925926,0.11907407407407407,0.12948148148148148,0.0,True
Single-10,Fixed-7,0.45344444444444443,0.3785925925925926,0.07485185185185185,0.07025925925925926,0.07940833333333333,0.0,True
Fixed-5,Fixed-7,0.3291851851851852,0.3785925925925926,-0.04940740740740741,-0.053037037037037035,-0.045814814814814815,0.0,True
