method,kind,params,acc,avg_scales
stab_r2_d0.35_e0.05_m1,stability,"{""r"": 2, ""delta"": 0.35, ""eps"": 0.05, ""min_scale"": 1}",0.6289580514208389,5.86211096075778
stab_r2_d0.35_e0.05_m2,stability,"{""r"": 2, ""delta"": 0.35, ""eps"": 0.05, ""min_scale"": 2}",0.6289580514208389,5.86211096075778
stab_r2_d0.35_e0.02_m1,stability,"{""r"": 2, ""delta"": 0.35, ""eps"": 0.02, ""min_scale"": 1}",0.6349120433017591,6.221786197564276
stab_r2_d0.35_e0.02_m2,stability,"{""r"": 2, ""delta"": 0.35, ""eps"": 0.02, ""min_scale"": 2}",0.6349120433017591,6.221786197564276
stab_r2_d0.5_e1.0_m1,stability,"{""r"": 2, ""delta"": 0.5, ""eps"": 1.0, ""min_scale"": 1}",0.6361299052774019,6.797970230040596
stab_r2_d0.5_e1.0_m2,stability,"{""r"": 2, ""delta"": 0.5, ""eps"": 1.0, ""min_scale"": 2}",0.6361299052774019,6.797970230040596
stab_r2_d0.5_e0.1_m1,stability,"{""r"": 2, ""delta"": 0.5, ""eps"": 0.1, ""min_scale"": 1}",0.6366711772665764,6.884709066305819
stab_r2_d0.5_e0.1_m2,stability,"{""r"": 2, ""delta"": 0.5, ""eps"": 0.1, ""min_scale"": 2}",0.6366711772665764,6.884709066305819
stab_r2_d0.5_e0.05_m1,stability,"{""r"": 2, ""delta"": 0.5, ""eps"": 0.05, ""min_scale"": 1}",0.6374830852503383,6.994587280108254
stab_r2_d0.5_e0.05_m2,stability,"{""r"": 2, ""delta"": 0.5, ""eps"": 0.05, ""min_scale"": 2}",0.6374830852503383,6.994587280108254
stab_r2_d0.5_e0.02_m1,stability,"{""r"": 2, ""delta"": 0.5, ""eps"": 0.02, ""min_scale"": 1}",0.6381596752368065,7.22043301759134
stab_r2_d0.5_e0.02_m2,stability,"{""r"": 2, ""delta"": 0.5, ""eps"": 0.02, ""min_scale"": 2}",0.6381596752368065,7.22043301759134
stab_r2_d0.65_e1.0_m1,stability,"{""r"": 2, ""delta"": 0.65, ""eps"": 1.0, ""min_scale"": 1}",0.642489851150203,7.900405953991881
stab_r2_d0.65_e1.0_m2,stability,"{""r"": 2, ""delta"": 0.65, ""eps"": 1.0, ""min_scale"": 2}",0.642489851150203,7.900405953991881
stab_r2_d0.65_e0.1_m1,stability,"{""r"": 2, ""delta"": 0.65, ""eps"": 0.1, ""min_scale"": 1}",0.6430311231393775,7.959810554803789
stab_r2_d0.65_e0.1_m2,stability,"{""r"": 2, ""delta"": 0.65, ""eps"": 0.1, ""min_scale"": 2}",0.6430311231393775,7.959810554803789
stab_r2_d0.65_e0.05_m1,stability,"{""r"": 2, ""delta"": 0.65, ""eps"": 0.05, ""min_scale"": 1}",0.6426251691474966,8.019756427604872
stab_r2_d0.65_e0.05_m2,stability,"{""r"": 2, ""delta"": 0.65, ""eps"": 0.05, ""min_scale"": 2}",0.6426251691474966,8.019756427604872
stab_r2_d0.65_e0.02_m1,stability,"{""r"": 2, ""delta"": 0.65, ""eps"": 0.02, ""min_scale"": 1}",0.642083897158322,8.132205683355886
stab_r2_d0.65_e0.02_m2,stability,"{""r"": 2, ""delta"": 0.65, ""eps"": 0.02, ""min_scale"": 2}",0.642083897158322,8.132205683355886
stab_r3_d0.0_e1.0_m1,stability,"{""r"": 3, ""delta"": 0.0, ""eps"": 1.0, ""min_scale"": 1}",0.5929634641407308,4.103112313937753
stab_r3_d0.0_e1.0_m2,stability,"{""r"": 3, ""delta"": 0.0, ""eps"": 1.0, ""min_scale"": 2}",0.5929634641407308,4.103112313937753
stab_r3_d0.0_e0.1_m1,stability,"{""r"": 3, ""delta"": 0.0, ""eps"": 0.1, ""min_scale"": 1}",0.5941813261163735,4.135859269282815
stab_r3_d0.0_e0.1_m2,stability,"{""r"": 3, ""delta"": 0.0, ""eps"": 0.1, ""min_scale"": 2}",0.5941813261163735,4.135859269282815
stab_r3_d0.0_e0.05_m1,stability,"{""r"": 3, ""delta"": 0.0, ""eps"": 0.05, ""min_scale"": 1}",0.5967523680649527,4.21190798376184
stab_r3_d0.0_e0.05_m2,stability,"{""r"": 3, ""delta"": 0.0, ""eps"": 0.05, ""min_scale"": 2}",0.5967523680649527,4.21190798376184
stab_r3_d0.0_e0.02_m1,stability,"{""r"": 3, ""delta"": 0.0, ""eps"": 0.02, ""min_scale"": 1}",0.6058186738836265,4.451556156968877
stab_r3_d0.0_e0.02_m2,stability,"{""r"": 3, ""delta"": 0.0, ""eps"": 0.02, ""min_scale"": 2}",0.6058186738836265,4.451556156968877
stab_r3_d0.2_e1.0_m1,stability,"{""r"": 3, ""delta"": 0.2, ""eps"": 1.0, ""min_scale"": 1}",0.6231393775372125,5.277131258457374
stab_r3_d0.2_e1.0_m2,stability,"{""r"": 3, ""delta"": 0.2, ""eps"": 1.0, ""min_scale"": 2}",0.6231393775372125,5.277131258457374
stab_r3_d0.2_e0.1_m1,stability,"{""r"": 3, ""delta"": 0.2, ""eps"": 0.1, ""min_scale"": 1}",0.6242219215155616,5.301217861975643
stab_r3_d0.2_e0.1_m2,stability,"{""r"": 3, ""delta"": 0.2, ""eps"": 0.1, ""min_scale"": 2}",0.6242219215155616,5.301217861975643
stab_r3_d0.2_e0.05_m1,stability,"{""r"": 3, ""delta"": 0.2, ""eps"": 0.05, ""min_scale"": 1}",0.6255751014884979,5.36211096075778
stab_r3_d0.2_e0.05_m2,stability,"{""r"": 3, ""delta"": 0.2, ""eps"": 0.05, ""min_scale"": 2}",0.6255751014884979,5.36211096075778
stab_r3_d0.2_e0.02_m1,stability,"{""r"": 3, ""delta"": 0.2, ""eps"": 0.02, ""min_scale"": 1}",0.6286874154262517,5.563058186738837
stab_r3_d0.2_e0.02_m2,stability,"{""r"": 3, ""delta"": 0.2, ""eps"": 0.02, ""min_scale"": 2}",0.6286874154262517,5.563058186738837
stab_r3_d0.35_e1.0_m1,stability,"{""r"": 3, ""delta"": 0.35, ""eps"": 1.0, ""min_scale"": 1}",0.6349120433017591,6.308119079837619
stab_r3_d0.35_e1.0_m2,stability,"{""r"": 3, ""delta"": 0.35, ""eps"": 1.0, ""min_scale"": 2}",0.6349120433017591,6.308119079837619
stab_r3_d0.35_e0.1_m1,stability,"{""r"": 3, ""delta"": 0.35, ""eps"": 0.1, ""min_scale"": 1}",0.6350473612990528,6.325981055480379
stab_r3_d0.35_e0.1_m2,stability,"{""r"": 3, ""delta"": 0.35, ""eps"": 0.1, ""min_scale"": 2}",0.6350473612990528,6.325981055480379
stab_r3_d0.35_e0.05_m1,stability,"{""r"": 3, ""delta"": 0.35, ""eps"": 0.05, ""min_scale"": 1}",0.6355886332882273,6.374966170500676
stab_r3_d0.35_e0.05_m2,stability,"{""r"": 3, ""delta"": 0.35, ""eps"": 0.05, ""min_scale"": 2}",0.6355886332882273,6.374966170500676
stab_r3_d0.35_e0.02_m1,stability,"{""r"": 3, ""delta"": 0.35, ""eps"": 0.02, ""min_scale"": 1}",0.637212449255751,6.522733423545332
stab_r3_d0.35_e0.02_m2,stability,"{""r"": 3, ""delta"": 0.35, ""eps"": 0.02, ""min_scale"": 2}",0.637212449255751,6.522733423545332
stab_r3_d0.5_e1.0_m1,stability,"{""r"": 3, ""delta"": 0.5, ""eps"": 1.0, ""min_scale"": 1}",0.6384303112313938,7.272395128552097
stab_r3_d0.5_e1.0_m2,stability,"{""r"": 3, ""delta"": 0.5, ""eps"": 1.0, ""min_scale"": 2}",0.6384303112313938,7.272395128552097
stab_r3_d0.5_e0.1_m1,stability,"{""r"": 3, ""delta"": 0.5, ""eps"": 0.1, ""min_scale"": 1}",0.6384303112313938,7.286332882273342
stab_r3_d0.5_e0.1_m2,stability,"{""r"": 3, ""delta"": 0.5, ""eps"": 0.1, ""min_scale"": 2}",0.6384303112313938,7.286332882273342
stab_r3_d0.5_e0.05_m1,stability,"{""r"": 3, ""delta"": 0.5, ""eps"": 0.05, ""min_scale"": 1}",0.638700947225981,7.315561569688769
stab_r3_d0.5_e0.05_m2,stability,"{""r"": 3, ""delta"": 0.5, ""eps"": 0.05, ""min_scale"": 2}",0.638700947225981,7.315561569688769
stab_r3_d0.5_e0.02_m1,stability,"{""r"": 3, ""delta"": 0.5, ""eps"": 0.02, ""min_scale"": 1}",0.6385656292286874,7.408389715832206
stab_r3_d0.5_e0.02_m2,stability,"{""r"": 3, ""delta"": 0.5, ""eps"": 0.02, ""min_scale"": 2}",0.6385656292286874,7.408389715832206
stab_r3_d0.65_e1.0_m1,stability,"{""r"": 3, ""delta"": 0.65, ""eps"": 1.0, ""min_scale"": 1}",0.642083897158322,8.171989174560217
stab_r3_d0.65_e1.0_m2,stability,"{""r"": 3, ""delta"": 0.65, ""eps"": 1.0, ""min_scale"": 2}",0.642083897158322,8.171989174560217
stab_r3_d0.65_e0.1_m1,stability,"{""r"": 3, ""delta"": 0.65, ""eps"": 0.1, ""min_scale"": 1}",0.6419485791610284,8.18254397834912
stab_r3_d0.65_e0.1_m2,stability,"{""r"": 3, ""delta"": 0.65, ""eps"": 0.1, ""min_scale"": 2}",0.6419485791610284,8.18254397834912
stab_r3_d0.65_e0.05_m1,stability,"{""r"": 3, ""delta"": 0.65, ""eps"": 0.05, ""min_scale"": 1}",0.6418132611637348,8.199864682002707
stab_r3_d0.65_e0.05_m2,stability,"{""r"": 3, ""delta"": 0.65, ""eps"": 0.05, ""min_scale"": 2}",0.6418132611637348,8.199864682002707
stab_r3_d0.65_e0.02_m1,stability,"{""r"": 3, ""delta"": 0.65, ""eps"": 0.02, ""min_scale"": 1}",0.6415426251691475,8.246820027063599
stab_r3_d0.65_e0.02_m2,stability,"{""r"": 3, ""delta"": 0.65, ""eps"": 0.02, ""min_scale"": 2}",0.6415426251691475,8.246820027063599
margin_d0.2,margin_only,"{""delta"": 0.2}",0.5832205683355887,3.723274695534506
margin_d0.35,margin_only,"{""delta"": 0.35}",0.6225981055480379,5.312178619756428
margin_d0.5,margin_only,"{""delta"": 0.5}",0.6358592692828147,6.679702300405954
margin_d0.65,margin_only,"{""delta"": 0.65}",0.642489851150203,7.843843031123139
